Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Std,Down/Up Ratio,Source IP,Destination Port,Label
12223545,24,8,16130.1,51.42,460990.48,180602.91,371.81,530.53,485.8,1.1149,192.168.10.25,3389,BENIGN
25969038,26,0,351.29,1.41,2220516.95,767573.22,52.46,78.83,25.56,0.0763,172.16.0.1,443,DoS slowloris
94373,3,0,661.59,23.78,41192.81,18496.9,47.13,43.42,11.81,0.6498,172.16.0.1,64,PortScan
4461821,21,20,45417.02,24.58,196857.18,141226.51,442.61,600.17,408.37,1.0853,192.168.10.14,25,BENIGN
37826454,20,1,205.65,0.79,2525627.49,586049.61,50.88,86.83,26.97,0.0193,172.16.0.1,443,DoS slowloris
5297370,10,7,49197.54,17.76,545809.18,112155.98,364.73,652.74,373.63,1.0382,192.168.10.25,25,BENIGN
15429705,172,12,6930.48,20.36,156504.47,26600.89,77.14,193.76,26.73,0.1388,172.16.0.1,22,SSH-Patator
12899153,7,19,29986.14,17.54,245056.58,134575.95,304.84,574.31,363.22,1.2258,192.168.10.8,53,BENIGN
763382,1114,1,790066.4,1093.68,676.82,166.41,846.34,272.79,204.53,0.0078,172.16.0.1,443,DoS Hulk
2353093,18,13,26241.58,22.26,269884.95,112773.63,473.75,701.49,447.93,1.2204,192.168.10.8,443,BENIGN
35328061,26,2,241.67,2.09,1031505.86,760005.93,51.85,84.07,33.32,0.0566,172.16.0.1,80,DoS slowloris
12931791,9,18,13230.43,41.06,131612.9,95423.81,348.47,602.05,194.82,0.9615,192.168.10.25,25,BENIGN
2945845,17,12,15279.33,30.22,424222.16,82937.05,417.72,853.89,122.53,0.91,192.168.10.16,443,BENIGN
3462026,12,6,27817.95,31.09,137640.3,141399.8,369.97,740.28,254.55,0.8825,192.168.10.15,25,BENIGN
10452452,13,14,60696.55,25.65,0,174296.71,209.82,760.11,509.48,0.8854,192.168.10.50,22,BENIGN
14408012,16,8,3910.76,34.74,134258.21,187635.53,408.9,436.28,717.78,1.6358,192.168.10.50,8080,BENIGN
4424660,17,23,64713.5,35.79,94959.45,82251.51,487.88,457.21,307.28,1.1666,192.168.10.5,25,BENIGN
4205201,12,23,25207.57,40.96,228613.2,56125.2,465.94,594.9,198.28,1.0685,192.168.10.16,3389,BENIGN
10362894,14,14,50020.9,26.06,253142.47,139756.2,318.64,490.08,401.59,1.6888,192.168.10.19,80,BENIGN
15025330,150,5,11566.35,74.72,3971.45,7803.77,45.76,41.79,11.77,0.0521,172.16.0.1,21,FTP-Patator
1080815,1162,1,1087366.55,1033.18,1363.65,405.39,1133.35,161.78,262.27,0.002,172.16.0.1,80,DoS Hulk
13150192,195,13,12608.25,29.55,86857.66,29994.51,113.8,93.59,62.37,0.0541,172.16.0.1,22,SSH-Patator
106119,1,1,858.16,32.83,71451.79,18856.99,38.88,52.62,12.0,0.4756,172.16.0.1,60,PortScan
69712,1,1,976.31,18.39,35104.62,16020.62,32.04,63.35,10.59,0.7743,172.16.0.1,37,PortScan
174727,1,1,380.89,24.29,44401.35,15493.59,66.12,42.93,11.5,0.3615,172.16.0.1,47,PortScan
8187760,155,10,11076.34,25.62,66790.61,27325.59,93.7,145.47,42.48,0.0129,172.16.0.1,22,SSH-Patator
1131828,932,4,1474700.9,1084.95,563.4,423.89,789.86,262.72,104.36,0.0028,172.16.0.1,443,DoS Hulk
7098431,11,0,28576.73,33.47,339447.13,100256.23,319.37,232.1,472.15,1.0586,192.168.10.14,3389,BENIGN
11509462,2,13,30539.18,21.66,418481.92,127992.36,391.04,300.38,207.41,1.6049,192.168.10.16,443,BENIGN
10621036,14,4,62299.37,32.55,402812.13,134086.46,375.35,796.74,363.17,1.1843,192.168.10.25,8080,BENIGN
11182225,13,20,15186.0,38.79,430684.15,163900.36,476.67,599.87,291.24,1.1117,192.168.10.9,80,BENIGN
1088638,805,0,1503172.55,847.38,963.07,654.37,528.99,264.32,206.27,0.0061,172.16.0.1,80,DoS Hulk
7603204,19,9,16418.01,26.58,292330.5,102646.21,460.95,344.15,462.93,1.2789,192.168.10.8,25,BENIGN
4333600,12,16,42723.25,18.4,143145.86,98118.41,275.81,553.68,394.07,0.9851,192.168.10.15,443,BENIGN
1575121,19,14,43743.82,10.35,0,47250.02,222.48,713.18,303.19,1.009,192.168.10.5,3389,BENIGN
26366905,16,2,272.04,0.97,2144111.95,678162.6,55.0,63.5,17.42,0.0266,172.16.0.1,80,DoS slowloris
12599267,11,9,42038.54,33.22,480119.3,101237.65,349.12,601.84,201.25,1.3932,192.168.10.50,25,BENIGN
13545856,132,15,13002.28,22.91,96958.19,23056.76,118.99,113.85,52.75,0.0324,172.16.0.1,22,SSH-Patator
53023,1,0,1089.8,21.39,60296.54,25826.82,42.52,26.24,7.68,0.2573,172.16.0.1,8080,PortScan
3884917,6,12,0,32.83,458873.93,135883.86,427.81,612.84,510.26,1.2058,192.168.10.3,443,BENIGN
11629307,19,17,14962.0,34.82,98257.55,25681.96,310.81,391.64,517.75,1.3657,192.168.10.15,21,BENIGN
5235861,20,11,16759.81,41.22,437602.37,113996.28,433.07,290.73,399.15,1.014,192.168.10.3,3389,BENIGN
15012976,199,12,13035.76,66.44,115711.0,23072.71,60.19,149.56,65.67,0.1012,172.16.0.1,22,SSH-Patator
16764565,138,19,13377.05,66.81,122978.74,19641.28,96.28,141.59,90.62,0.0954,172.16.0.1,22,SSH-Patator
8629387,157,7,11982.73,50.52,105006.99,34045.63,63.08,95.89,60.16,0.0981,172.16.0.1,22,SSH-Patator
8859057,9,13,49824.6,30.09,336445.39,57295.31,424.53,531.31,326.41,0.79,192.168.10.25,80,BENIGN
4527578,5,22,6417.66,34.18,331751.51,95489.15,402.71,356.29,418.94,1.5297,192.168.10.17,8080,BENIGN
14416216,19,0,57227.58,28.43,244384.83,32510.93,529.25,369.0,387.05,1.0853,192.168.10.16,80,BENIGN
21722758,140,18,10250.56,53.47,98178.15,27934.95,47.9,129.36,56.11,0.0902,172.16.0.1,22,SSH-Patator
8767473,19,14,32309.4,36.24,274406.36,142216.32,429.27,440.42,435.48,1.3348,192.168.10.9,8080,BENIGN
10623400,11,9,33429.66,18.1,140095.03,129464.53,272.69,655.57,285.49,0.4376,192.168.10.25,22,BENIGN
7675587,3,23,7715.64,25.81,185874.28,94064.96,360.89,356.2,319.1,0.6093,192.168.10.15,22,BENIGN
5689753,266,10,8527.78,31.31,27407.9,12107.45,38.85,41.99,29.44,0.0266,172.16.0.1,21,FTP-Patator
37056,2,1,1223.82,27.87,83284.24,13068.53,57.39,57.23,10.22,0.6862,172.16.0.1,41,PortScan
11273360,3,16,15226.74,20.84,279476.28,107648.83,263.64,443.36,453.31,0.913,192.168.10.3,443,BENIGN
116087,1,0,957.72,22.03,48577.23,12634.11,73.04,15.15,7.83,0.1829,172.16.0.1,34,PortScan
8946898,13,15,35012.4,20.89,259216.23,146622.07,472.99,329.97,352.39,1.7428,192.168.10.14,80,BENIGN
34660572,35,3,319.47,0.94,1906457.83,520524.78,60.83,56.87,22.95,0.0567,172.16.0.1,80,DoS slowloris
711091,704,0,1359840.57,876.2,1107.38,502.62,986.27,283.77,224.94,0.0021,172.16.0.1,443,DoS Hulk
57138,1,1,644.92,21.17,26937.16,19041.85,49.18,61.89,8.99,0.354,172.16.0.1,65,PortScan
9647068,9,19,46306.86,31.24,175445.71,160866.26,258.96,536.2,427.33,1.2603,192.168.10.15,25,BENIGN
9353031,4,18,44013.7,34.03,297146.98,82756.59,310.73,451.72,315.64,0.6681,192.168.10.17,22,BENIGN
4498630,7,15,23795.47,26.5,302137.92,149566.25,452.2,618.16,395.45,1.3059,192.168.10.50,8080,BENIGN
11903743,4,8,35360.11,45.26,281873.4,168797.46,363.19,409.5,436.75,1.0664,192.168.10.8,8080,BENIGN
9903629,19,1,22337.74,32.44,291584.13,91227.36,638.65,610.99,396.37,1.0235,192.168.10.3,53,BENIGN
10655983,18,22,2554.5,30.74,139294.93,92260.53,336.27,646.14,480.72,1.2851,192.168.10.3,21,BENIGN
3543484,11,0,10756.52,9.92,182249.82,122281.11,410.31,517.12,670.01,0.5353,192.168.10.19,22,BENIGN
14312531,10,19,46099.45,23.74,257737.76,87320.2,409.93,330.43,410.39,0.8931,192.168.10.19,443,BENIGN
29383347,26,3,167.62,1.03,2722426.51,567958.38,53.73,76.41,20.75,0.0813,172.16.0.1,80,DoS slowloris
16577716,288,6,8858.45,60.68,13268.87,9427.86,42.47,48.95,36.54,0.0507,172.16.0.1,21,FTP-Patator
1266431,1110,5,767823.38,1298.82,764.03,417.16,428.32,237.35,202.39,0.0056,172.16.0.1,443,DoS Hulk
7866888,19,16,6275.36,29.97,208730.03,145216.85,224.98,226.19,286.26,0.8206,192.168.10.9,25,BENIGN
12341714,26,8,57156.94,26.24,335132.58,113359.56,450.27,521.21,503.95,1.0267,192.168.10.50,443,BENIGN
109578,1,1,179.05,29.98,36951.03,17487.44,39.11,42.76,11.49,0.3387,172.16.0.1,51,PortScan
9121792,1,15,62160.1,20.78,339675.9,82248.3,356.85,470.15,623.26,0.843,192.168.10.19,80,BENIGN
11081604,135,14,10454.18,39.21,93431.12,38126.72,97.14,186.03,77.05,0.0883,172.16.0.1,22,SSH-Patator
4799639,172,9,18499.5,33.64,86642.23,27858.75,116.32,118.39,66.97,0.1285,172.16.0.1,22,SSH-Patator
569662,1142,7,528349.6,1268.75,947.32,381.26,542.22,128.75,287.46,0.0048,172.16.0.1,80,DoS Hulk
12642487,19,2,43056.46,45.12,444908.16,102238.88,483.52,567.7,491.57,1.5863,192.168.10.19,443,BENIGN
81972,2,1,1015.77,15.3,40936.33,18535.32,56.48,22.23,6.92,0.6886,172.16.0.1,89,PortScan
10609081,257,5,10477.79,69.67,16069.55,7800.06,33.06,28.47,22.97,0.047,172.16.0.1,21,FTP-Patator
7024006,4,25,50207.18,34.46,274408.1,138415.26,251.48,737.99,400.8,1.4906,192.168.10.15,21,BENIGN
10434038,16,13,37399.42,34.25,113302.66,67641.32,424.39,604.76,360.37,0.3008,192.168.10.51,80,BENIGN
5692253,20,10,34532.96,30.08,176750.75,89814.97,408.53,684.89,381.65,1.3009,192.168.10.8,8080,BENIGN
486133,15,10,47560.5,11.41,168334.68,118665.98,212.64,362.33,399.64,0.6617,192.168.10.5,80,BENIGN
